0x0	0
0x3f	2
0x60	3
0xd	0
0x76	3
0xbd	6
0x10f	8
0x14b	10
0x1a8	13
0x1ef	15
0x1ef	16
0x241	18
0x2d5	23
0x365	28
0x37c	28
0x3e2	32
0x40d	33
0x424	34
0x472	36
0x49d	38
0x4c8	39
0x4df	40
0x55b	44
0x5b2	47
0x5e3	48
0x5fa	49
0x648	51
0x673	53
0x68a	54
0x6d8	56
0x70d	58
0x764	61
0x77b	61
0x7b3	63
0x7de	64
0x7de	65
0x7f5	65
0x843	68
0x86e	69
0x885	70
0x8bd	72
0x914	74
0x914	75
0x93f	76
0x9cf	81
0x9e6	81
0xa34	84
0xa4b	85
0xab2	88
0xac4	88
0xac4	89
0xae6	90
0xb49	93
0xb5b	93
0xb7d	94
0xbea	98
0xc15	99
0xc2c	100
0xc88	103
0xcbd	105
0xd17	108
0xd42	109
0xd59	110
0xdd1	114
0xde8	114
0xe36	117
0xe61	118
0xe78	119
0xedb	122
0xef2	123
0xf2a	125
0xf41	125
0xf41	126
0xf79	127
0xf90	128
0x1008	132
0x1042	134
0x106d	135
0x1084	136
0x10d2	138
0x10d2	139
0x1129	141
0x1180	144
0x11ab	145
0x11ab	146
0x11c2	146
0x11fa	148
0x1238	150
0x1238	151
0x1238	152
0x1238	153
0x12df	155
0x12df	156
0x1347	159
0x1572	177
0x1572	178
0x1572	179
0x1672	185
0x181b	199
0x181b	200
0x181b	202
0x18bd	204
0x18bd	205
0x18bd	206
0x18bd	207
0x197f	210
0x197f	211
0x197f	212
0x197f	213
0x197f	214
0x1e01	247
0x1e01	248
0x1e01	249
0x1e01	250
0x1e01	251
0x1ea8	253
0x2121	273
0x2121	274
0x21cf	279
0x21cf	280
0x21cf	281
0x21cf	956
0x21cf	957
0x21cf	958
0x2238	282
0x2238	283
0x2238	284
0x2238	285
0x2238	958
0x2238	959
0x229a	285
0x229a	286
0x229a	287
0x229a	288
0x229a	959
0x229a	960
0x230b	289
0x230b	290
0x230b	291
0x230b	292
0x23b4	294
0x23b4	296
0x23b4	297
0x23b4	960
0x23b4	961
0x248d	301
0x248d	302
0x2544	307
0x2553	308
0x256e	309
0x2594	310
0x2594	311
0x2594	312
0x2594	313
0x271c	322
0x271c	323
0x271c	324
0x271c	325
0x271c	326
0x28cf	337
0x28de	337
0x28f9	338
0x2929	339
0x2929	340
0x2929	341
0x2929	342
0x2929	343
0x2a37	348
0x2b74	358
0x2b74	360
0x2b74	361
0x2b74	362
0x2c16	364
0x2c16	365
0x2c16	367
0x316a	408
0x3271	416
0x3280	417
0x329b	417
0x329b	418
0x32cb	419
0x32cb	420
0x32cb	421
0x32cb	422
0x3372	424
0x3372	425
0x3512	438
0x3521	438
0x3521	439
0x353c	439
0x355c	440
0x355c	441
0x3588	442
0x3886	466
0x3895	467
0x38d4	469
0x3a3c	480
0x3a3c	481
0x3a4b	481
0x3a66	482
0x3a86	483
0x3acf	485
0x3b1c	488
0x3b1c	489
0x3f0e	520
0x3f1d	521
0x3fa1	525
0x4118	537
0x413c	538
0x413c	539
0x415f	539
0x415f	540
0x417d	540
0x417d	541
0x43d7	560
0x4473	565
0x4497	566
0x4511	570
0x4520	570
0x4520	571
0x453b	571
0x4555	572
0x4555	573
0x4555	574
0x4555	575
0x4555	576
0x4ab9	617
0x4ac8	617
0x4ae3	618
0x4b03	619
0x4b4c	621
0x4b4c	622
0x4e27	645
0x4e36	645
0x4e36	646
0x51da	675
0x51da	676
0x51fd	677
0x5220	678
0x533f	687
0x533f	688
0x533f	689
0x533f	690
0x53b4	691
0x53b4	692
0x53b4	693
0x53b4	694
0x55d7	708
0x55e6	709
0x5601	710
0x5621	711
0x564d	712
0x564d	713
0x59d5	741
0x59e4	742
0x5a72	746
0x5a72	747
0x5a72	748
0x5a72	749
0x5a72	963
0x5a72	964
0x5a72	965
0x5c27	761
0x5c36	761
0x5c51	762
0x5c71	763
0x5c97	764
0x5d2e	769
0x5f70	788
0x5f7f	788
0x6046	795
0x6046	796
0x6046	797
0x62f8	817
0x6307	817
0x6307	818
0x6322	818
0x6342	819
0x6342	820
0x636e	821
0x63d2	824
0x63e1	824
0x63e1	825
0x63fc	825
0x6417	826
0x6466	829
0x648a	830
0x64cd	832
0x650d	834
0x660c	842
0x661b	843
0x6636	844
0x666d	845
0x666d	847
0x666d	848
0x666d	961
0x666d	962
0x666d	963
0x6737	852
0x6746	852
0x6746	853
0x6761	853
0x677d	854
0x677d	855
0x677d	856
0x677d	857
0x677d	858
0x6821	859
0x6821	860
0x68ea	866
0x68f9	866
0x68f9	867
0x6914	867
0x6940	869
0x6940	870
0x6940	871
0x6940	872
0x6bd1	890
0x6be0	890
0x6be0	891
0x6ceb	899
0x6cfa	899
0x6cfa	900
0x6d15	900
0x6d35	901
0x6d35	902
0x6d5a	903
0x6d7d	904
0x6fdb	923
0x6fea	924
0x713f	935
0x713f	936
0x713f	937
0x1c140x66b	231
0x1c140x66b	233
0x1c140x66b	234
0x1c140x66b	235
0x1bfa0x66b	231
0x1bd00x66b	229
0x1b560x66b	225
0x1b560x66b	226
0x1bdf0x66b	230
0x12ec	156
0x13a1	162
0x13b8	162
0x1408	165
0x144b	167
0x149a	170
0x14e9	172
0x152c	174
0x1eb5	253
0x3177	408
0x337f	425
0x3f9a	525
0x52c3	683
0x52cf	683
0x52ff	685
0x651a	834
0x71e8	940
0x33ee0x75c	428
0x33ee0x1065	428
0x33ee0x11a3	428
0x33ee0x1221	428
0x33ee0x33c0	428
0x33ee0x61b2	428
0x33fa0x75c	429
0x33fa0x1065	429
0x33fa0x11a3	429
0x33fa0x1221	429
0x33fa0x33c0	429
0x33fa0x61b2	429
0x342b0x75c	430
0x342b0x1065	430
0x342b0x11a3	430
0x342b0x1221	430
0x342b0x33c0	430
0x342b0x61b2	430
0x14f	10
0x14f	11
0xc1	6
0x7a	3
0x7a	4
0x27d	20
0x113	8
0x113	9
0x1f3	16
0x1ac	13
0x1ac	14
0x245	18
0x245	19
0x288	20
0x288	21
0x288	22
0x288	23
0x1221	149
0x1221	150
0x2ca	23
0x1332	158
0x2d9	23
0x2e2	23
0x2e2	24
0x161a	182
0x161a	183
0x161a	184
0x161a	185
0x322	25
0x322	26
0x307	25
0x34f	27
0x369	28
0x3b6	30
0x3b6	31
0x380	28
0x380	29
0x380	30
0x16b8	187
0x16b8	188
0x16b8	189
0x16b8	190
0x16b8	191
0x16b8	192
0x16b8	193
0x16b8	194
0x16b8	195
0x3d8	31
0x3e6	32
0x3ef	32
0x3ef	33
0x17ff	198
0x411	33
0x411	34
0x454	35
0x454	36
0x428	34
0x428	35
0x1805	198
0x1805	199
0x476	36
0x476	37
0x47f	37
0x1954	209
0x4a1	38
0x4aa	38
0x4aa	39
0x4cc	39
0x4cc	40
0x539	43
0x4e3	40
0x4e3	41
0x4e3	42
0x4e3	43
0x1969	209
0x1969	210
0x55f	44
0x568	44
0x568	45
0x568	46
0x1a43	216
0x1a43	217
0x1a43	218
0x5b6	47
0x5bf	47
0x5bf	48
0x1a69	218
0x5e7	48
0x5e7	49
0x5fe	49
0x5fe	50
0x1a7c	218
0x1a7c	219
0x64c	52
0x655	52
0x677	53
0x6ba	55
0x6ba	56
0x68e	54
0x68e	55
0x6dc	56
0x6e5	56
0x6e5	57
0x1d6f	243
0x703	57
0x711	58
0x71a	58
0x71a	59
0x71a	60
0x1dc5	245
0x1dc5	246
0x1dc5	247
0x768	61
0x795	62
0x795	63
0x77f	61
0x77f	62
0x1deb	247
0x7b7	63
0x7c0	64
0x1ef1	255
0x7e2	65
0x825	67
0x7f9	65
0x7f9	66
0x7f9	67
0x1ef7	255
0x1ef7	256
0x1ef7	257
0x1ef7	258
0x847	68
0x850	68
0x850	69
0x872	69
0x872	70
0x889	70
0x889	71
0x2087	268
0x8c1	72
0x8ca	72
0x8ca	73
0x8ca	74
0x2099	269
0x2099	270
0x918	75
0x921	75
0x921	76
0x20c3	270
0x943	76
0x94c	76
0x94c	77
0x20c9	270
0x20c9	271
0x20c9	272
0x20c9	273
0x98c	78
0x98c	79
0x971	77
0x971	78
0x9b9	80
0x9d3	81
0xa16	83
0x9ea	81
0x9ea	82
0x9ea	83
0xa38	84
0xbe0	98
0xa4f	85
0xa4f	86
0xa4f	87
0xa4f	88
0xab6	88
0xac8	89
0xaea	90
0xaea	91
0xaea	92
0xaea	93
0xb4d	93
0xb5f	93
0xb5f	94
0xb81	95
0xb81	96
0xb81	97
0xb81	98
0x2179	276
0x2179	277
0x2179	278
0x2179	279
0xbee	98
0xbf7	98
0xbf7	99
0x2470	300
0x2470	301
0xc19	99
0xc19	100
0xc66	102
0xc66	103
0xc30	100
0xc30	101
0xc30	102
0x2706	322
0xc8c	103
0xc95	103
0xc95	104
0x27df	329
0xcc1	105
0xcc1	106
0xcc1	107
0x27e5	329
0xd1b	108
0xd24	108
0xd24	109
0x2839	332
0x2839	333
0x2839	334
0xd46	109
0xd46	110
0xdb3	113
0xd5d	110
0xd5d	111
0xd5d	112
0xd5d	113
0x2913	339
0xdd5	114
0xe18	116
0xe18	117
0xdec	114
0xdec	115
0xdec	116
0x29df	345
0x29df	346
0x29df	347
0x29df	348
0xe3a	117
0xe43	117
0xe43	118
0x2b5e	358
0xe65	118
0xe65	119
0xea8	121
0xea8	122
0xe7c	119
0xe7c	120
0xe7c	121
0x2caa	368
0x2caa	369
0x2caa	370
0x2caa	371
0xedf	122
0xedf	123
0xef6	123
0xef6	124
0x2d2f	373
0xf2e	125
0xf45	126
0x2d41	373
0x2d41	374
0xf7d	127
0xf7d	128
0xfe0	131
0xf94	128
0xf94	129
0xf94	130
0xf94	131
0x2d53	374
0x2d53	375
0x2d53	376
0x2d53	377
0x2d53	378
0x100c	132
0x100c	133
0x2dda	378
0x2dda	379
0x1046	134
0x104f	134
0x104f	135
0x1071	135
0x1071	136
0x10b4	137
0x10b4	138
0x1088	136
0x1088	137
0x3149	407
0x10d6	139
0x10df	139
0x10df	140
0x10df	141
0x3199	409
0x3199	410
0x112d	141
0x112d	142
0x1136	142
0x1136	143
0x1136	144
0x31bf	410
0x31bf	411
0x31bf	412
0x1184	144
0x118d	144
0x118d	145
0x31e5	412
0x31e5	413
0x31e5	414
0x11af	146
0x11dc	147
0x11dc	148
0x11c6	146
0x11c6	147
0x32b5	418
0x32b5	419
0x11fe	148
0x1207	148
0x1207	149
0x33bb	427
0x12a5	153
0x12a5	154
0x12a5	155
0x12c9	155
0x12d8	155
0x1303	157
0x12f4	156
0x12ed	156
0x33c0	427
0x33c0	428
0x130d	157
0x3434	431
0x3434	432
0x3434	433
0x3434	434
0x3434	435
0x3434	436
0x3434	437
0x3434	438
0x133f	158
0x133f	159
0x134b	159
0x134b	160
0x1616	182
0x1384	161
0x13f5	164
0x13f5	165
0x13a2	162
0x13b9	162
0x13b9	163
0x13b9	164
0x138d	161
0x1409	165
0x1409	166
0x1409	167
0x144c	167
0x144c	168
0x144c	169
0x1485	169
0x1485	170
0x149b	170
0x149b	171
0x14d4	172
0x14ea	172
0x14ea	173
0x14ea	174
0x29	1
0x152d	174
0x152d	175
0x152d	176
0x1569	176
0x1569	177
0x1612	182
0x15d7	180
0x15bc	179
0x1604	181
0x1604	182
0x7526	967
0x7526	968
0x1685	185
0x1685	186
0x754d	968
0x754d	969
0x1693	186
0x1693	187
0x1888	202
0x1888	203
0x18af	203
0x18af	204
0x18b7	204
0x192a	207
0x192a	208
0x1933	208
0x1933	209
0x19ec	214
0x19ec	215
0x1a13	215
0x1a1f	215
0x1a1f	216
0x392c	472
0x392c	473
0x392c	474
0x392c	475
0x392c	476
0x392c	477
0x392c	478
0x392c	479
0x392c	480
0x1a86	219
0x1a99	219
0x1a99	220
0x1a99	221
0x1a99	222
0x1ae7	222
0x3f47	522
0x1e6e	251
0x1e6e	252
0x1e92	252
0x1ea1	252
0x1ea1	253
0x1ec5	254
0x1ebd	253
0x1ebd	254
0x1eb6	253
0x1ed2	254
0x1ed2	255
0x1ece	254
0x40bf	534
0x40bf	535
0x40bf	536
0x40bf	537
0x2092	268
0x2092	269
0x7574	969
0x7574	970
0x7574	971
0x2134	274
0x759b	971
0x759b	972
0x2142	274
0x2142	275
0x221f	281
0x221f	282
0x2233	282
0x2288	285
0x22ea	288
0x22f5	288
0x22f5	289
0x2304	289
0x2378	292
0x2378	293
0x2380	293
0x2380	294
0x239e	294
0x441a	562
0x441a	563
0x441a	564
0x441a	565
0x23ad	294
0x2404	297
0x2404	298
0x241a	298
0x2431	298
0x2431	299
0x2431	300
0x247b	301
0x24a2	302
0x2499	302
0x24ac	302
0x24ac	303
0x24ac	304
0x24ac	305
0x24ac	306
0x24ac	307
0x3f6f	523
0x3f6f	524
0x2548	307
0x2548	308
0x255c	308
0x255c	309
0x2572	309
0x2572	310
0x2601	313
0x2601	314
0x260d	314
0x46b0	583
0x46b0	584
0x46b0	585
0x2617	314
0x2617	315
0x262f	315
0x263d	315
0x263d	316
0x264b	316
0x264b	317
0x4726	587
0x4726	588
0x4726	589
0x266a	317
0x4770	589
0x4770	590
0x2679	317
0x2679	318
0x2679	319
0x2679	320
0x2679	321
0x26f3	321
0x26f3	322
0x2789	326
0x2789	327
0x27b0	327
0x27b0	328
0x27bc	328
0x27bc	329
0x27f2	329
0x27f2	330
0x27f2	331
0x2834	332
0x2881	334
0x2881	335
0x2881	336
0x28d3	337
0x28e7	337
0x28e7	338
0x28fd	338
0x28fd	339
0x2996	343
0x2996	344
0x29bc	344
0x29bc	345
0x4975	606
0x4975	607
0x4975	608
0x4975	609
0x4975	610
0x4975	611
0x4975	612
0x4975	613
0x4975	614
0x4975	615
0x4975	616
0x4975	617
0x2a49	349
0x2a49	350
0x2a49	351
0x2a49	352
0x2a49	353
0x2a49	354
0x2a49	355
0x2a49	356
0x2a49	357
0x2a42	348
0x2a42	349
0x2b59	357
0x2b59	358
0x2b55	357
0x2be1	362
0x2be1	363
0x2c08	363
0x2c10	363
0x2c10	364
0x2c83	367
0x2cff	371
0x4385	557
0x4385	558
0x4385	559
0x4385	560
0x2d0b	371
0x2d0b	372
0x38c2	468
0x38c2	469
0x2d1a	372
0x2d1a	373
0x2d3a	373
0x2d4c	374
0x2de6	379
0x2de6	380
0x2de6	381
0x2e28	381
0x3154	407
0x3163	407
0x3163	408
0x3187	409
0x317f	408
0x3178	408
0x3194	409
0x3190	409
0x322d	414
0x322d	415
0x322d	416
0x3275	416
0x3275	417
0x3289	417
0x329f	418
0x3338	422
0x3338	423
0x3338	424
0x335c	424
0x336b	424
0x338f	425
0x338f	426
0x3387	425
0x3380	425
0x339c	426
0x339c	427
0x3398	426
0x5182	673
0x5182	674
0x5182	675
0x3516	438
0x352a	439
0x3540	439
0x3540	440
0x3577	441
0x3568	441
0x5295	681
0x5295	682
0x5295	683
0x75c2	972
0x75c2	973
0x357f	441
0x357f	442
0x35a2	442
0x35a2	443
0x3593	442
0x75e8	973
0x75e8	974
0x35aa	443
0x7286	945
0x7286	946
0x35b2	443
0x35b2	444
0x35c5	444
0x35c5	445
0x5309	685
0x5309	686
0x5309	687
0x35ee	445
0x35ee	446
0x542a	695
0x3607	446
0x3607	447
0x3607	448
0x365d	448
0x365d	449
0x365d	450
0x365d	451
0x365d	453
0x365d	454
0x365d	455
0x365d	456
0x365d	457
0x365d	458
0x365d	459
0x365d	460
0x365d	461
0x365d	462
0x365d	463
0x365d	464
0x365d	465
0x365d	466
0x388a	466
0x388a	467
0x389e	467
0x389e	468
0x38af	468
0x38de	469
0x3929	472
0x38e8	469
0x38e8	470
0x3903	470
0x3903	471
0x38fb	470
0x391f	471
0x391f	472
0x3a40	481
0x3a54	481
0x3a54	482
0x3a6a	482
0x3a6a	483
0x3a9a	483
0x3a9a	484
0x3a9a	485
0x3a92	483
0x34	1
0x34	2
0x760e	974
0x760e	975
0x760e	976
0x3ae2	486
0x3ae2	487
0x3ae2	488
0x3ada	486
0x7635	976
0x7635	977
0x3b43	489
0x3b43	490
0x3b43	491
0x3b43	492
0x3b43	493
0x3bc3	493
0x3bcf	493
0x3bcf	494
0x3bcf	495
0x3bcf	496
0x3c1c	496
0x3c1c	497
0x3c1c	498
0x3c69	498
0x3c69	499
0x3c69	500
0x3c69	501
0x3c69	502
0x3c69	503
0x3c69	504
0x3d9c	508
0x3d9c	509
0x3d9c	510
0x3d9c	511
0x3d9c	512
0x3d9c	513
0x3d9c	514
0x3d9c	515
0x3d9c	516
0x3d9c	517
0x3d9c	518
0x3d9c	519
0x3d9c	520
0x3f12	520
0x3f12	521
0x3f26	521
0x3f37	522
0x3f51	522
0x3f51	523
0x3f5b	523
0x3f66	523
0x3f7e	524
0x3f8f	524
0x3f8f	525
0x3f9b	525
0x3fa5	525
0x412b	538
0x4123	537
0x4123	538
0x1e	0
0x1e	1
0x765c	977
0x765c	978
0x4133	538
0x414f	539
0x4147	539
0x7680	978
0x7680	979
0x4158	539
0x4172	540
0x416a	540
0x76a4	979
0x76a4	980
0x4190	541
0x4188	541
0x76c8	980
0x76c8	981
0x76c8	982
0x419c	541
0x419c	542
0x419c	543
0x41d1	543
0x41d1	544
0x41d1	545
0x41d1	546
0x41d1	547
0x41d1	548
0x4273	548
0x43e0	560
0x43e0	561
0x440d	561
0x440d	562
0x43f2	561
0x5fa5	789
0x5fa5	790
0x5fa5	791
0x4404	561
0x5fef	792
0x5fef	793
0x5fef	794
0x4486	565
0x4486	566
0x447e	565
0x76ec	982
0x76ec	983
0x448e	566
0x44aa	567
0x44aa	568
0x44aa	569
0x44aa	570
0x44a2	566
0x44a2	567
0x7710	983
0x7710	984
0x4515	570
0x4529	571
0x453f	571
0x453f	572
0x45c2	576
0x45c2	577
0x45c2	578
0x45c2	579
0x45c2	580
0x45c2	581
0x45c2	582
0x45c2	583
0x46a7	583
0x46f2	585
0x46f2	586
0x6039	794
0x6039	795
0x4768	589
0x477a	590
0x4784	590
0x4784	591
0x4798	591
0x4792	591
0x4abd	617
0x4ad1	617
0x4ad1	618
0x4ae7	618
0x4ae7	619
0x4b17	620
0x4b17	621
0x4b0f	619
0x4b0f	620
0x7734	984
0x7734	985
0x4b5f	622
0x4b5f	623
0x4b5f	624
0x4b57	622
0x775b	985
0x775b	986
0x4baa	624
0x4baa	625
0x4baa	626
0x4baa	627
0x4bf7	627
0x4bf7	628
0x4bf7	629
0x4bf7	630
0x4bf7	631
0x4bf7	632
0x4bf7	633
0x4bf7	634
0x4bf7	635
0x4bf7	636
0x4bf7	637
0x4bf7	638
0x4bf7	639
0x4bf7	640
0x4bf7	641
0x4bf7	642
0x4bf7	643
0x4bf7	644
0x4bf7	645
0x4e2b	645
0x4e3f	646
0x4e50	646
0x51ec	676
0x51e5	676
0x7782	986
0x7782	987
0x7782	988
0x51f4	676
0x51f4	677
0x520f	677
0x520f	678
0x5208	677
0x77a6	988
0x77a6	989
0x5232	678
0x5232	679
0x5232	680
0x5232	681
0x522b	678
0x77ca	989
0x77ca	990
0x528c	681
0x52c4	683
0x52d0	683
0x52d0	684
0x52d0	685
0x5300	685
0x53ac	690
0x53ac	691
0x5421	694
0x5421	695
0x5434	695
0x543e	695
0x543e	696
0x700f	925
0x5449	696
0x55db	709
0x55ef	709
0x55ef	710
0x5605	710
0x5605	711
0x563c	712
0x562d	711
0x562d	712
0x77ee	990
0x77ee	991
0x5644	712
0x5667	713
0x5658	713
0x7815	991
0x7815	992
0x566f	713
0x566f	714
0x566f	715
0x566f	716
0x72d9	948
0x72d9	949
0x56c4	716
0x56c4	717
0x56c4	718
0x5708	718
0x5708	719
0x5713	719
0x5721	719
0x5721	720
0x573c	720
0x573c	721
0x5755	721
0x5755	722
0x5755	723
0x5755	724
0x5755	725
0x5755	726
0x5755	727
0x5755	728
0x5755	729
0x5755	730
0x5755	731
0x5755	732
0x5755	733
0x5755	734
0x5755	735
0x5755	736
0x5755	737
0x5755	738
0x5755	739
0x5755	740
0x5755	741
0x59d9	741
0x59d9	742
0x59ed	742
0x59ed	743
0x59fe	743
0x5a6d	746
0x5ac2	749
0x5aca	749
0x7334	951
0x7334	952
0x5ad2	750
0x5b18	752
0x5b18	753
0x5b0a	751
0x5b0a	752
0x5b48	753
0x5b48	754
0x5b48	755
0x5b48	756
0x5b48	757
0x5b48	758
0x5b48	759
0x5b48	760
0x5b34	753
0x5c2b	761
0x5c3f	761
0x5c3f	762
0x5c55	762
0x5c55	763
0x5c86	764
0x5c7d	763
0x5c7d	764
0x783c	992
0x783c	993
0x783c	994
0x5c8e	764
0x5cab	765
0x5ca2	764
0x5ca2	765
0x7862	994
0x7862	995
0x5cbb	765
0x5cbb	766
0x5cbb	767
0x5cbb	768
0x5d11	768
0x5d11	769
0x5d27	769
0x5d42	770
0x5d39	769
0x5d39	770
0x7888	995
0x7888	996
0x5d50	770
0x5d50	771
0x5d50	772
0x5d50	773
0x5d50	774
